"Frequency (/s)","Img: unnamed","Real: unnamed"
0.0,0.0,1.5052605626599624E-17
0.999990909090909,-1.1751473700202141E-7,3.356177517717511E-12
1.999981818181818,-2.350361212822843E-7,1.3425287573625257E-11
2.9999727272727275,-3.5257080127548665E-7,3.020820558816644E-11
3.999963636363636,-4.7012542857279224E-7,5.3707027937791034E-11
4.999954545454545,-5.877066579134971E-7,8.392419934277751E-11
5.999945454545455,-7.053211499561342E-7,1.2086347010543573E-10
6.999936363636364,-8.229755712472722E-7,1.6452874243866195E-10
7.999927272727272,-9.406765970553058E-7,2.1492523606105293E-10
8.999918181818181,-1.0584309102766704E-6,2.720582333872343E-10
9.99990909090909,-1.1762452067685917E-6,3.359351447668443E-10
10.9999,-1.2941261910928482E-6,4.065620544064432E-10
11.99989090909091,-1.4120805831294433E-6,4.83947045543898E-10
12.999881818181818,-1.5301151182201985E-6,5.680999589963216E-10
13.999872727272727,-1.6482365439238693E-6,6.590292527795994E-10
14.999863636363637,-1.7664516282744544E-6,7.567461088373281E-10
15.999854545454545,-1.8847671560512616E-6,8.612612227132009E-10
16.999845454545454,-2.0031899329487477E-6,9.725866191479854E-10
17.999836363636362,-2.1217267850250277E-6,1.09073478302438E-9
18.999827272727273,-2.240384561870721E-6,1.215719559217883E-9
19.99981818181818,-2.3591701361522757E-6,1.347554941722968E-9
20.99980909090909,-2.4780904071222058E-6,1.4862561979234253E-9
21.9998,-2.5971522997668483E-6,1.63183907738571E-9
22.99979090909091,-2.7163627681293534E-6,1.7843204530816866E-9
23.99978181818182,-2.835728795531269E-6,1.943717608136507E-9
24.999772727272727,-2.955257397085529E-6,2.1100491787182855E-9
25.999763636363635,-3.074955619119968E-6,2.2833340238567E-9
26.999754545454547,-3.194830543812777E-6,2.463592445634115E-9
27.999745454545454,-3.3148892879515416E-6,2.6508450141141115E-9
28.999736363636362,-3.4351390057586572E-6,2.845113531796458E-9
29.999727272727274,-3.5555868894901204E-6,3.0464203611068597E-9
30.99971818181818,-3.6762401726149862E-6,3.254789246851879E-9
31.99970909090909,-3.797106129348237E-6,3.470244042177206E-9
32.9997,-3.918192078143372E-6,3.692810156733487E-9
33.99969090909091,-4.039505380942245E-6,3.922513044932533E-9
34.99968181818182,-4.161053448706158E-6,4.1593810906919385E-9
35.999672727272724,-4.282843737136798E-6,4.4034402588084324E-9
36.999663636363636,-4.4048837541005175E-6,4.654719577419705E-9
37.99965454545455,-4.527181060339633E-6,4.913249720721735E-9
38.99964545454545,-4.649743265722417E-6,5.179059951301099E-9
39.99963636363636,-4.772578038620394E-6,5.452182786157814E-9
40.999627272727274,-4.895693101983155E-6,5.73265000181909E-9
41.99961818181818,-5.019096238961488E-6,6.0204951731130395E-9
42.99960909090909,-5.1427952913473336E-6,6.315752357084759E-9
43.9996,-5.266798164363783E-6,6.618457284530472E-9
44.99959090909091,-5.391112826428302E-6,6.928645771801485E-9
45.99958181818182,-5.515747312505723E-6,7.246355384070077E-9
46.99957272727273,-5.640709724472336E-6,7.571624319382302E-9
47.99956363636364,-5.766008235190802E-6,7.904491835415821E-9
48.999554545454544,-5.891651088130606E-6,8.244998291363076E-9
49.999545454545455,-6.017646601567654E-6,8.59318506590769E-9
50.999536363636366,-6.144003168611502E-6,8.949094611931184E-9
51.99952727272727,-6.270729261534065E-6,9.312770484543106E-9
52.99951818181818,-6.3978334315055895E-6,9.684257197294258E-9
53.99950909090909,-6.5253243129760735E-6,1.0063600571254966E-8
54.9995,-6.6532106239177045E-6,1.0450847239396453E-8
55.99949090909091,-6.781501170513374E-6,1.0846045462022713E-8
56.99948181818182,-6.910204845680466E-6,1.1249244459375389E-8
57.999472727272725,-7.039330636208988E-6,1.1660493786793099E-8
58.999463636363636,-7.168887620891561E-6,1.207984572710076E-8
59.99945454545455,-7.298884975962835E-6,1.250735226025665E-8
60.99944545454545,-7.4293319751994625E-6,1.2943067870986371E-8
61.99943636363636,-7.560237994751092E-6,1.3387047241655879E-8
62.999427272727274,-7.691612513305043E-6,1.3839347306547023E-8
63.99941818181818,-7.823465118125053E-6,1.4300024947630718E-8
64.9994090909091,-7.955805501930779E-6,1.4769140138255943E-8
65.9994,-8.088643473417556E-6,1.524675213546771E-8
66.9993909090909,-8.221988954665033E-6,1.5732922426898684E-8
67.99938181818182,-8.355851983138997E-6,1.6227715488013284E-8
68.99937272727273,-8.490242720198127E-6,1.673119439942021E-8
69.99936363636364,-8.625171448078028E-6,1.724342547616777E-8
70.99935454545455,-8.760648577116466E-6,1.776447546912317E-8
71.99934545454545,-8.896684646647266E-6,1.8294413546188782E-8
72.99933636363636,-9.033290329385453E-6,1.8833309552303658E-8
73.99932727272727,-9.170476433876714E-6,1.938123526333805E-8
74.99931818181818,-9.308253908388619E-6,1.9938263641309947E-8
75.9993090909091,-9.446633843835187E-6,2.050446977414557E-8
76.9993,-9.585627478356972E-6,2.107992976554251E-8
77.9992909090909,-9.725246199416603E-6,2.1664721597831073E-8
78.99928181818181,-9.86550154850187E-6,2.2258924846918747E-8
79.99927272727273,-1.00064052245603E-5,2.2862620963706378E-8
80.99926363636364,-1.0147969088035565E-5,2.3475892792413966E-8
81.99925454545455,-1.0290205164493524E-5,2.4098825001796253E-8
82.99924545454546,-1.0433125649098822E-5,2.4731504056674267E-8
83.99923636363636,-1.0576742910339339E-5,2.537401865882279E-8
84.99922727272727,-1.0721069494252253E-5,2.6026458602570267E-8
85.99921818181818,-1.0866118129432474E-5,2.6688915933642848E-8
86.99920909090909,-1.1011901730746116E-5,2.7361484743308047E-8
87.9992,-1.1158433404217602E-5,2.8044260922116886E-8
88.99919090909091,-1.1305726451850627E-5,2.8737342389431786E-8
89.99918181818182,-1.1453794376035146E-5,2.944082904992094E-8
90.99917272727272,-1.160265088491657E-5,3.015482291488927E-8
