"Frequency (/s)","Img: unnamed","Real: unnamed"
0.0,0.0,5.1877694059757316E-18
0.999990909090909,-2.5294717114521873E-6,-5.018141440201918E-4
1.999981818181818,-5.058929973168521E-6,-5.018103958650493E-4
2.9999727272727275,-7.588361335863099E-6,-5.018041489908833E-4
3.999963636363636,-1.0117752351458058E-5,-5.017954034740487E-4
4.999954545454545,-1.2647089572741794E-5,-5.017841594215425E-4
5.999945454545455,-1.517635955489459E-5,-5.017704169705678E-4
6.999936363636364,-1.7705548854874233E-5,-5.017541762895315E-4
7.999927272727272,-2.02346440330701E-5,-5.017354375770821E-4
8.999918181818181,-2.2763631651801196E-5,-5.017142010629238E-4
9.99990909090909,-2.5292498279333157E-5,-5.016904670061699E-4
10.9999,-2.782123048528351E-5,-5.016642356988703E-4
11.99989090909091,-3.0349814845702205E-5,-5.016355074627292E-4
12.999881818181818,-3.2878237942987687E-5,-5.01604282648829E-4
13.999872727272727,-3.5406486361393E-5,-5.015705616416805E-4
14.999863636363637,-3.793454669461128E-5,-5.015343448545742E-4
15.999854545454545,-4.046240554087261E-5,-5.014956327333145E-4
16.999845454545454,-4.2990049506625036E-5,-5.014544257538262E-4
17.999836363636362,-4.551746520473525E-5,-5.014107244236995E-4
18.999827272727273,-4.804463925699481E-5,-5.013645292811726E-4
19.99981818181818,-5.0571558292727364E-5,-5.013158408963269E-4
20.99980909090909,-5.309820895109367E-5,-5.012646598701953E-4
21.9998,-5.562457787966365E-5,-5.012109868354539E-4
22.99979090909091,-5.815065173680938E-5,-5.011548224561335E-4
23.99978181818182,-6.067641719056325E-5,-5.010961674284449E-4
24.999772727272727,-6.320186092068107E-5,-5.010350224793795E-4
25.999763636363635,-6.572696961696949E-5,-5.009713883690236E-4
26.999754545454547,-6.825172998268889E-5,-5.009052658880986E-4
27.999745454545454,-7.077612873241862E-5,-5.008366558608077E-4
28.999736363636362,-7.330015259428955E-5,-5.007655591424801E-4
29.999727272727274,-7.582378830900832E-5,-5.006919766214756E-4
30.99971818181818,-7.834702263250038E-5,-5.006159092181149E-4
31.99970909090909,-8.086984233386629E-5,-5.005373578861357E-4
32.9997,-8.339223419843383E-5,-5.004563236113589E-4
33.99969090909091,-8.591418502541878E-5,-5.003728074132822E-4
34.99968181818182,-8.843568163299158E-5,-5.002868103428919E-4
35.999672727272724,-9.095671085195398E-5,-5.001983334873633E-4
36.999663636363636,-9.347725953300673E-5,-5.001073779654018E-4
37.99965454545455,-9.599731454596627E-5,-5.00013944928923E-4
38.99964545454545,-9.851686277472199E-5,-4.999180355654649E-4
39.99963636363636,-1.0103589112568711E-4,-4.998196510950408E-4
40.999627272727274,-1.0355438652251982E-4,-4.997187927730262E-4
41.99961818181818,-1.060723359106465E-4,-4.996154618887884E-4
42.99960909090909,-1.0858972625451837E-4,-4.995096597668014E-4
