"Frequency (/s)","Real: unnamed","Img: unnamed"
0.0,-2.7614274503403895E-17,0.0
0.999990909090909,1.168432601982269E-12,-4.090670918652171E-8
1.999981818181818,4.673323399316658E-12,-8.181470681163142E-8
2.9999727272727275,1.0515253745134835E-11,-1.2272528160320355E-7
3.999963636363636,1.869421953087041E-11,-1.636397224066419E-7
4.999954545454545,2.921103806924972E-11,-2.0455931863807467E-7
5.999945454545455,4.206626357152667E-11,-2.4548536037486927E-7
6.999936363636364,5.726071714810001E-11,-2.864191380751778E-7
7.999927272727272,7.479549644985406E-11,-3.2736194313062275E-7
8.999918181818181,9.467151560733406E-11,-3.683150680821721E-7
9.99990909090909,1.1689004790996847E-10,-4.0927980659617965E-7
10.9999,1.4145257723230199E-10,-4.5025745347153936E-7
11.99989090909091,1.68360522181659E-10,-4.912493050865288E-7
12.999881818181818,1.976157902899529E-10,-5.32256659236368E-7
13.999872727272727,2.2922012047471637E-10,-5.732808155005906E-7
14.999863636363637,2.631754000726852E-10,-6.143230752881898E-7
15.999854545454545,2.994838701810188E-10,-6.553847420915881E-7
16.999845454545454,3.38147966717583E-10,-6.96467121348525E-7
17.999836363636362,3.7916988585535614E-10,-7.37571521005947E-7
18.999827272727273,4.225523869348216E-10,-7.786992513513889E-7
19.99981818181818,4.682981953707437E-10,-8.198516250318394E-7
20.99980909090909,5.164101935666084E-10,-8.610299578545085E-7
21.9998,5.668914176325415E-10,-9.022355681768215E-7
22.99979090909091,6.197450720382502E-10,-9.434697775906636E-7
23.99978181818182,6.7497443693017E-10,-9.847339104246386E-7
24.999772727272727,7.3258331051798E-10,-1.026029295170941E-6
25.999763636363635,7.925751350553595E-10,-1.0673572627349117E-6
26.999754545454547,8.549536387715708E-10,-1.1087191484857171E-6
27.999745454545454,9.197230186959386E-10,-1.1501162912469498E-6
28.999736363636362,9.868872967611076E-10,-1.191550033734673E-6
29.999727272727274,1.056450766492493E-9,-1.2330217227969588E-6
30.99971818181818,1.1284179471039334E-9,-1.2745327096456775E-6
31.99970909090909,1.2027933168610405E-9,-1.3160843496124881E-6
32.9997,1.2795817547209013E-9,-1.3576780028680573E-6
33.99969090909091,1.3587881066637457E-9,-1.3993150342149433E-6
34.99968181818182,1.4404175045185317E-9,-1.4409968132808177E-6
35.999672727272724,1.5244751983302921E-9,-1.4827247146769247E-6
36.999663636363636,1.6109665908869028E-9,-1.5245001183224313E-6
37.99965454545455,1.6998972438430993E-9,-1.566324409446973E-6
38.99964545454545,1.7912728898994645E-9,-1.6081989789515816E-6
39.99963636363636,1.8850994322526326E-9,-1.6501252230783465E-6
40.999627272727274,1.981382973707734E-9,-1.6921045443398398E-6
41.99961818181818,2.0801297602224645E-9,-1.7341383509418213E-6
42.99960909090909,2.1813462030812074E-9,-1.7762280575600682E-6
43.9996,2.285038652895791E-9,-1.818375084963669E-6
44.99959090909091,2.391214242245371E-9,-1.8605808608927436E-6
45.99958181818182,2.499879604300948E-9,-1.9028468193208213E-6
46.99957272727273,2.6110419358768943E-9,-1.945174401507197E-6
47.99956363636364,2.7247085445604638E-9,-1.987565055396519E-6
48.999554545454544,2.8408867281458426E-9,-2.030020236672831E-6
49.999545454545455,2.959584221622416E-9,-2.0725414080240417E-6
50.999536363636366,3.0808087931925855E-9,-2.115130040339334E-6
51.99952727272727,3.2045683273615362E-9,-2.157787611350391E-6
52.99951818181818,3.3308712768199935E-9,-2.2005156080218164E-6
53.99950909090909,3.4597255717433976E-9,-2.2433155242206057E-6
54.9995,3.5911400988081495E-9,-2.2861888634912966E-6
55.99949090909091,3.7251230079181858E-9,-2.329137136911467E-6
56.99948181818182,3.86168412334847E-9,-2.372161865069086E-6
57.999472727272725,4.000831780831943E-9,-2.4152645768195554E-6
58.999463636363636,4.142575336051105E-9,-2.4584468109844156E-6
59.99945454545455,4.286924661394911E-9,-2.501710115266322E-6
60.99944545454545,4.433888779644746E-9,-2.545056046737406E-6
61.99943636363636,4.583478469992779E-9,-2.5884861732063686E-6
62.999427272727274,4.735702637698969E-9,-2.6320020717826944E-6
63.99941818181818,4.890572818129191E-9,-2.675605328890673E-6
64.9994090909091,5.048098108020587E-9,-2.719297543490209E-6
65.9994,5.2082896783977894E-9,-2.763080324839247E-6
66.9993909090909,5.371159127802733E-9,-2.8069552904834447E-6
67.99938181818182,5.53671662043145E-9,-2.8509240725540135E-6
68.99937272727273,5.704973834434146E-9,-2.8949883121484114E-6
69.99936363636364,5.8759420387347965E-9,-2.939149663210377E-6
70.99935454545455,6.049633173806174E-9,-2.9834097905381114E-6
71.99934545454545,6.2260589507362656E-9,-3.0277703720943185E-6
72.99933636363636,6.405231651282058E-9,-3.0722330969579746E-6
73.99932727272727,6.587163484844719E-9,-3.116799667743347E-6
74.99931818181818,6.771867126351911E-9,-3.161471799051764E-6
75.9993090909091,6.9593553090947305E-9,-3.2062512192038434E-6
76.9993,7.149641072797669E-9,-3.2511396692819933E-6
77.9992909090909,7.342737667726778E-9,-3.296138904346046E-6
78.99928181818181,7.538658584912951E-9,-3.3412506927881E-6
79.99927272727273,7.73741757334469E-9,-3.3864768176373577E-6
80.99926363636364,7.939028595679301E-9,-3.4318190757840605E-6
81.99925454545455,8.143505687803792E-9,-3.477279279219289E-6
82.99924545454546,8.350863476327033E-9,-3.5228592543380584E-6
83.99923636363636,8.561116617778535E-9,-3.5685608433032848E-6
84.99922727272727,8.774279936948068E-9,-3.614385903045862E-6
85.99921818181818,8.990368651703475E-9,-3.660336307187139E-6
86.99920909090909,9.209398262565415E-9,-3.7064139444714212E-6
87.9992,9.431384401159995E-9,-3.7526207208202956E-6
88.99919090909091,9.656343010644742E-9,-3.798958558288058E-6
89.99918181818182,9.88429036485651E-9,-3.845429396289997E-6
90.99917272727272,1.011524284814645E-8,-3.892035191306515E-6
91.99916363636363,1.0349217312930999E-8,-3.938777917687299E-6
92.99915454545454,1.0586230805038174E-8,-3.985659567492453E-6
93.99914545454546,1.0826300508589715E-8,-4.032682151326063E-6
94.99913636363637,1.1069444022675314E-8,-4.079847698244678E-6
95.99912727272728,1.1315679282070019E-8,-4.127158256445017E-6
96.99911818181818,1.1565024422230334E-8,-4.17461589330291E-6
97.99910909090909,1.1817497860158701E-8,-4.222222696104224E-6
98.9991,1.2073118355063826E-8,-4.2699807719520985E-6
99.99909090909091,1.2331904877270389E-8,-4.317892248551044E-6
100.99908181818182,1.2593876974119849E-8,-4.365959274315784E-6
101.99907272727273,1.2859054032737494E-8,-4.414184018913228E-6
102.99906363636363,1.312745618411502E-8,-4.462568673470267E-6
103.99905454545454,1.3399103597926784E-8,-4.5111154512321244E-6
104.99904545454545,1.3674017019032846E-8,-4.559826587644446E-6
105.99903636363636,1.3952217176607173E-8,-4.608704341200206E-6
106.99902727272728,1.4233725440551997E-8,-4.657750993264174E-6
107.99901818181819,1.4518563369986328E-8,-4.706968849052018E-6
108.99900909090908,1.4806752890110598E-8,-4.756360237759903E-6
109.999,1.509831627542711E-8,-4.805927513128966E-6
110.9989909090909,1.5393276046591414E-8,-4.855673053734355E-6
111.99898181818182,1.569165527112513E-8,-4.905599263755476E-6
112.99897272727273,1.5993477303177715E-8,-4.9557085730542265E-6
113.99896363636364,1.629876572897504E-8,-5.006003437952419E-6
114.99895454545454,1.66075446397394E-8,-5.0564863414926955E-6
115.99894545454545,1.691983844085263E-8,-5.107159794215392E-6
116.99893636363636,1.7235671926252148E-8,-5.158026334381525E-6
117.99892727272727,1.7555070381683343E-8,-5.209088528648975E-6
118.99891818181818,1.7878059364826334E-8,-5.2603489724469094E-6
119.9989090909091,1.820466483665591E-8,-5.3118102905905975E-6
120.9989,1.853491324575398E-8,-5.363475137952076E-6
121.9988909090909,1.8868831305361648E-8,-5.415346199813034E-6
122.99888181818181,1.9206446251723425E-8,-5.467426192490665E-6
123.99887272727273,1.9547785689767442E-8,-5.5197178641046664E-6
124.99886363636364,1.989287770079397E-8,-5.57222399475874E-6
125.99885454545455,2.0241750792839366E-8,-5.624947397586116E-6
126.99884545454546,2.059443383636181E-8,-5.67789091902663E-6
127.99883636363636,2.0950956349951734E-8,-5.731057439624325E-6
128.99882727272728,2.1311348160033154E-8,-5.784449874554516E-6
129.9988181818182,2.1675639559285402E-8,-5.838071174428843E-6
130.99880909090908,2.204386127563391E-8,-5.891924325708187E-6
131.9988,2.241604467337186E-8,-5.9460123516775035E-6
132.9987909090909,2.27922213949046E-8,-6.000338312944383E-6
133.9987818181818,2.3172423747017745E-8,-6.054905308256788E-6
134.99877272727272,2.355668445871676E-8,-6.109716475070162E-6
135.99876363636363,2.394503682165877E-8,-6.164774990345858E-6
136.99875454545455,2.4337514596628283E-8,-6.220084071411387E-6
137.99874545454546,2.473415217309421E-8,-6.275646976693262E-6
138.99873636363637,2.5134984236554443E-8,-6.3314670062849E-6
139.99872727272728,2.5540046295012394E-8,-6.387547502992974E-6
140.9987181818182,2.5949374360535233E-8,-6.443891853147074E-6
141.9987090909091,2.6363004809449606E-8,-6.500503487179205E-6
142.99869999999999,2.678097481066879E-8,-6.557385880904378E-6
143.9986909090909,2.7203322010186222E-8,-6.61454255597698E-6
144.9986818181818,2.763008481995988E-8,-6.671977080984591E-6
145.99867272727272,2.806130197670705E-8,-6.729693072288718E-6
146.99866363636363,2.849701300896645E-8,-6.787694195236706E-6
147.99865454545454,2.8937258228772468E-8,-6.84598416444733E-6
148.99864545454545,2.9382078086692277E-8,-6.904566745603425E-6
149.99863636363636,2.983151438373036E-8,-6.963445755808331E-6
150.99862727272728,3.0285608776419746E-8,-7.022625065046198E-6
151.9986181818182,3.074440443899896E-8,-7.0821085968053155E-6
152.9986090909091,3.120794467503149E-8,-7.1419003295551945E-6
153.9986,3.1676273588079E-8,-7.20200429763138E-6
154.99859090909092,3.214943597236591E-8,-7.262424592260949E-6
155.9985818181818,3.262747762107213E-8,-7.323165362647769E-6
156.99857272727272,3.3110444692906494E-8,-7.3842308179784525E-6
157.99856363636363,3.35983844782029E-8,-7.445625227162474E-6
158.99855454545454,3.409134442992421E-8,-7.507352921280954E-6
159.99854545454545,3.458937372020531E-8,-7.5694182940167225E-6
160.99853636363636,3.509252131660079E-8,-7.631825804006525E-6
161.99852727272727,3.5600838052118166E-8,-7.694579974515331E-6
162.99851818181818,3.611437400516915E-8,-7.757685397303815E-6
163.9985090909091,3.6633182494303E-8,-7.821146729108047E-6
164.9985,3.715731502502567E-8,-7.884968700498249E-6
165.99849090909092,3.768682512050581E-8,-7.949156111890325E-6
166.99848181818183,3.822176878792962E-8,-8.013713833578477E-6
167.9984727272727,3.876220037655401E-8,-8.078646813920198E-6
168.99846363636362,3.930817681425426E-8,-8.143960074241182E-6
169.99845454545454,3.985975500049339E-8,-8.209658714963028E-6
170.99844545454545,4.041699302574512E-8,-8.275747913850916E-6
