"Frequency (/s)","Img: unnamed","Real: unnamed"
0.0,0.0,2.0339285811132868E-17
0.999990909090909,-1.4632298754427107E-6,-2.96180227619293E-5
1.999981818181818,-2.9264518621265526E-6,-2.9616780154935956E-5
2.9999727272727275,-4.389658071668194E-6,-2.9614709174316762E-5
3.999963636363636,-5.852840616524056E-6,-2.961180986701856E-5
4.999954545454545,-7.315991610188136E-6,-2.9608082298285955E-5
5.999945454545455,-8.779103167598134E-6,-2.9603526552502898E-5
6.999936363636364,-1.0242167405894913E-5,-2.959814273232014E-5
7.999927272727272,-1.1705176444391343E-5,-2.9591930959583286E-5
8.999918181818181,-1.3168122404953034E-5,-2.958489137442763E-5
9.99990909090909,-1.4630997412618158E-5,-2.9577024136177867E-5
10.9999,-1.609379359592317E-5,-2.956832942250063E-5
11.99989090909091,-1.7556503087189227E-5,-2.9558807430259918E-5
12.999881818181818,-1.901911802304979E-5,-2.9548458374772653E-5
13.999872727272727,-2.048163054452195E-5,-2.9537282490517732E-5
14.999863636363637,-2.1944032798086843E-5,-2.952528003040428E-5
15.999854545454545,-2.3406316935148338E-5,-2.9512451266628294E-5
16.999845454545454,-2.4868475113237286E-5,-2.9498796490165504E-5
17.999836363636362,-2.633049949598178E-5,-2.948431601087563E-5
18.999827272727273,-2.7792382253737104E-5,-2.946901015741816E-5
19.99981818181818,-2.92541155636554E-5,-2.94528792778306E-5
20.99980909090909,-3.0715691610581433E-5,-2.9435923738850492E-5
21.9998,-3.2177102586790395E-5,-2.941814392644514E-5
22.99979090909091,-3.363834069333351E-5,-2.9399540245555303E-5
23.99978181818182,-3.509939813933701E-5,-2.9380113120574455E-5
24.999772727272727,-3.656026714365709E-5,-2.9359862994622352E-5
25.999763636363635,-3.802093993380294E-5,-2.9338790330560266E-5
26.999754545454547,-3.948140874800423E-5,-2.931689560993079E-5
27.999745454545454,-4.094166583436694E-5,-2.929417933430816E-5
28.999736363636362,-4.240170345201869E-5,-2.927064202410938E-5
29.999727272727274,-4.3861513870787284E-5,-2.9246284219594265E-5
30.99971818181818,-4.532108937308319E-5,-2.922110647977028E-5
31.99970909090909,-4.6780422252412576E-5,-2.919510938443733E-5
32.9997,-4.823950481583221E-5,-2.9168293531778107E-5
33.99969090909091,-4.9698329381598145E-5,-2.9140659540930786E-5
34.99968181818182,-5.115688828484811E-5,-2.911220804809294E-5
35.999672727272724,-5.261517386982869E-5,-2.9082939713523247E-5
36.999663636363636,-5.4073178498429784E-5,-2.9052855214787343E-5
37.99965454545455,-5.553089454925058E-5,-2.902195524816532E-5
38.99964545454545,-5.698831441066194E-5,-2.899024053311411E-5
39.99963636363636,-5.844543049157065E-5,-2.895771180634558E-5
40.999627272727274,-5.990223521466348E-5,-2.892436982678047E-5
41.99961818181818,-6.135872102120904E-5,-2.8890215372467605E-5
42.99960909090909,-6.281488036804857E-5,-2.88552492427022E-5
43.9996,-6.427070573136195E-5,-2.881947225623572E-5
44.99959090909091,-6.572618960454581E-5,-2.878288525329635E-5
45.99958181818182,-6.718132450089255E-5,-2.8745489094115384E-5
46.99957272727273,-6.86361029519696E-5,-2.8707284660316404E-5
47.99956363636364,-7.009051751041746E-5,-2.8668272853663177E-5
48.999554545454544,-7.154456074841934E-5,-2.8628454597480727E-5
49.999545454545455,-7.299822526009657E-5,-2.8587830835780528E-5
50.999536363636366,-7.445150366027417E-5,-2.854640253419358E-5
51.99952727272727,-7.590438858685684E-5,-2.8504170679109094E-5
52.99951818181818,-7.735687269977225E-5,-2.846113627890864E-5
53.99950909090909,-7.880894868306018E-5,-2.8417300362986882E-5
54.9995,-8.026060924386394E-5,-2.8372663983300398E-5
55.99949090909091,-8.17118471154138E-5,-2.8327228212302393E-5
56.99948181818182,-8.316265505364678E-5,-2.8280994145262003E-5
57.999472727272725,-8.461302584309063E-5,-2.8233962900260715E-5
58.999463636363636,-8.60629522931579E-5,-2.8186135616043742E-5
59.99945454545455,-8.751242724095188E-5,-2.813751345492868E-5
60.99944545454545,-8.896144355129592E-5,-2.8088097601142452E-5
61.99943636363636,-9.040999411760838E-5,-2.8037889262123136E-5
62.999427272727274,-9.18580718623623E-5,-2.7986889667836986E-5
63.99941818181818,-9.330566973822082E-5,-2.7935100071482316E-5
64.9994090909091,-9.475278072824279E-5,-2.7882521749416683E-5
