"Frequency (/s)","Img: unnamed","Real: unnamed"
0.0,0.0,-2.940274286670915E-17
0.999990909090909,-7.151354593231015E-8,2.042427048068704E-12
1.999981818181818,-1.4303185944125856E-7,8.169922524062613E-12
2.9999727272727275,-2.1455970915451936E-7,1.8383447666062652E-11
3.999963636363636,-2.861018658780081E-7,3.268416670427096E-11
4.999954545454545,-3.576631035425706E-7,5.107419234856833E-11
5.999945454545455,-4.2924820018167527E-7,7.35557615092645E-11
6.999936363636364,-5.008619394397882E-7,1.0013210682551586E-10
7.999927272727272,-5.725091111936653E-7,1.308065441035536E-10
8.999918181818181,-6.441945126893438E-7,1.6558339054198077E-10
9.99990909090909,-7.159229497372983E-7,2.0446708119279161E-10
10.9999,-7.876992378023624E-7,2.4746302956808045E-10
11.99989090909091,-8.595282029494225E-7,2.9457679456494004E-10
12.999881818181818,-9.314146831356617E-7,3.458148445488915E-10
13.999872727272727,-1.0033635288831217E-6,4.011838748885474E-10
14.999863636363637,-1.075379605131064E-6,4.6069155983717013E-10
15.999854545454545,-1.147467791364501E-6,5.243457245969884E-10
16.999845454545454,-1.2196329836185243E-6,5.921548880190466E-10
17.999836363636362,-1.2918800950510335E-6,6.641281806552779E-10
18.999827272727273,-1.3642140573767476E-6,7.402754723491666E-10
19.99981818181818,-1.4366398216300228E-6,8.206068142023617E-10
20.99980909090909,-1.5091623598918328E-6,9.051331878427179E-10
21.9998,-1.5817866656230195E-6,9.938659705343912E-10
22.99979090909091,-1.654517755888268E-6,1.086817270696163E-9
23.99978181818182,-1.7273606713526447E-6,1.1839994781997065E-9
24.999772727272727,-1.8003204787915037E-6,1.285426043766855E-9
25.999763636363635,-1.8734022706748827E-6,1.391110507959257E-9
26.999754545454547,-1.946611168108154E-6,1.5010676206875019E-9
27.999745454545454,-2.0199523207452124E-6,1.6153120347335444E-9
28.999736363636362,-2.0934309088245692E-6,1.7338595675906435E-9
29.999727272727274,-2.167052143541701E-6,1.8567262433832194E-9
30.99971818181818,-2.240821269857162E-6,1.983929470830309E-9
31.99970909090909,-2.3147435658050582E-6,2.1154860337031284E-9
32.9997,-2.388824345880624E-6,2.2514146062673155E-9
33.99969090909091,-2.463068959438492E-6,2.391733206681553E-9
34.99968181818182,-2.537482797354169E-6,2.5364632349102317E-9
35.999672727272724,-2.6120712850692977E-6,2.685622429246242E-9
36.999663636363636,-2.6868398921518943E-6,2.8392318214438733E-9
37.99965454545455,-2.7617941321797453E-6,2.997314385194572E-9
38.99964545454545,-2.836939556741286E-6,3.159890558709579E-9
39.99963636363636,-2.9122817672189585E-6,3.3269844032277694E-9
40.999627272727274,-2.987826409005735E-6,3.498618604978774E-9
41.99961818181818,-3.063579177237328E-6,3.6748177649672236E-9
42.99960909090909,-3.139545814821685E-6,3.85560627811017E-9
43.9996,-3.2157321172296475E-6,4.041010301833285E-9
44.99959090909091,-3.292143931466188E-6,4.231055785049617E-9
45.99958181818182,-3.3687871597248607E-6,4.425770088254049E-9
46.99957272727273,-3.445667758899737E-6,4.625180666887942E-9
47.99956363636364,-3.5227917444861695E-6,4.829316478691399E-9
48.999554545454544,-3.6001651902247056E-6,5.038206646281979E-9
49.999545454545455,-3.6777942315584794E-6,5.251881482307673E-9
50.999536363636366,-3.7556850656259284E-6,5.4703716474854046E-9
51.99952727272727,-3.8338439548220095E-6,5.693709184140439E-9
52.99951818181818,-3.912277227017968E-6,5.921926376742255E-9
53.99950909090909,-3.990991278812571E-6,6.1550569071826296E-9
54.9995,-4.069992575847287E-6,6.393134393893749E-9
55.99949090909091,-4.149287657097221E-6,6.63619468719069E-9
56.99948181818182,-4.228883132812915E-6,6.884273613984556E-9
57.999472727272725,-4.3087856917973714E-6,7.13740717154598E-9
58.999463636363636,-4.389002099024706E-6,7.3956338771752E-9
59.99945454545455,-4.469539199923375E-6,7.658991957717689E-9
60.99944545454545,-4.550403921887764E-6,7.92752123089927E-9
61.99943636363636,-4.6316032765670634E-6,8.201261960664092E-9
62.999427272727274,-4.713144361899733E-6,8.480255723197456E-9
63.99941818181818,-4.795034364789442E-6,8.76454488935839E-9
64.9994090909091,-4.87728056297505E-6,9.054172901075045E-9
65.9994,-4.9598903277969825E-6,9.349184117902495E-9
66.9993909090909,-5.042871126170278E-6,9.649623990019809E-9
67.99938181818182,-5.126230523658482E-6,9.955539011188194E-9
